,property_id,check_in_date,room_category,successful_bookings,capacity,occupancy_percentage %
4329,16562,13-Jun-22,RT2,23,43.0,53.49
4330,16561,13-Jun-22,RT2,15,24.0,62.5
4331,16558,13-Jun-22,RT2,12,22.0,54.55
4332,19560,13-Jun-22,RT2,23,38.0,60.53
4333,16563,13-Jun-22,RT2,23,38.0,60.53
4334,16559,13-Jun-22,RT2,23,41.0,56.1
4335,19559,13-Jun-22,RT2,21,41.0,51.22
4336,19558,13-Jun-22,RT2,17,39.0,43.59
4337,17559,13-Jun-22,RT2,26,39.0,66.67
4338,16560,13-Jun-22,RT2,18,34.0,52.94
4339,18562,13-Jun-22,RT2,20,34.0,58.82
4340,18559,13-Jun-22,RT2,18,44.0,40.91
4341,17563,13-Jun-22,RT2,29,44.0,65.91
4342,17562,13-Jun-22,RT2,15,30.0,50.0
4343,18558,13-Jun-22,RT2,14,30.0,46.67
4344,17564,13-Jun-22,RT2,16,40.0,40.0
4345,18561,13-Jun-22,RT2,31,40.0,77.5
4346,18560,13-Jun-22,RT2,25,40.0,62.5
4347,17560,13-Jun-22,RT2,21,45.0,46.67
4348,19561,13-Jun-22,RT2,22,45.0,48.89
4349,19563,13-Jun-22,RT2,22,45.0,48.89
4350,16559,13-Jun-22,RT1,18,30.0,60.0
4351,19562,13-Jun-22,RT3,19,29.0,65.52
4352,19561,13-Jun-22,RT3,16,29.0,55.17
4353,18562,13-Jun-22,RT3,15,29.0,51.72
4354,17558,13-Jun-22,RT3,15,27.0,55.56
4355,17562,13-Jun-22,RT3,14,27.0,51.85
4356,19559,13-Jun-22,RT3,13,27.0,48.15
4357,16559,13-Jun-22,RT3,21,32.0,65.62
4358,16558,13-Jun-22,RT3,5,8.0,62.5
4359,18561,13-Jun-22,RT3,17,25.0,68.0
4360,18558,13-Jun-22,RT3,15,26.0,57.69
4361,18560,13-Jun-22,RT3,15,24.0,62.5
4362,17561,13-Jun-22,RT3,13,19.0,68.42
4363,16563,13-Jun-22,RT3,14,20.0,70.0
4364,17564,13-Jun-22,RT3,9,24.0,37.5
4365,16560,13-Jun-22,RT3,10,20.0,50.0
4366,16562,13-Jun-22,RT3,10,18.0,55.56
4367,17559,13-Jun-22,RT3,10,16.0,62.5
4368,17563,13-Jun-22,RT3,10,16.0,62.5
4369,18559,13-Jun-22,RT3,10,23.0,43.48
4370,16561,13-Jun-22,RT3,12,21.0,57.14
4371,17560,13-Jun-22,RT3,12,25.0,48.0
4372,18563,13-Jun-22,RT3,12,23.0,52.17
4373,19558,13-Jun-22,RT3,11,21.0,52.38
4374,19560,13-Jun-22,RT3,11,19.0,57.89
4375,16558,13-Jun-22,RT4,2,3.0,66.67
4376,16560,13-Jun-22,RT4,4,7.0,57.14
4377,19561,13-Jun-22,RT4,4,7.0,57.14
4378,16561,13-Jun-22,RT4,5,10.0,50.0
4379,18561,13-Jun-22,RT4,6,9.0,66.67
4380,17564,13-Jun-22,RT4,6,17.0,35.29
4381,17560,13-Jun-22,RT4,7,13.0,53.85
4382,19559,13-Jun-22,RT4,1,3.0,33.33
4383,18560,13-Jun-22,RT4,11,15.0,73.33
4384,19560,13-Jun-22,RT4,10,16.0,62.5
4385,18559,13-Jun-22,RT4,8,19.0,42.11
4386,17563,13-Jun-22,RT4,12,19.0,63.16
4387,19562,13-Jun-22,RT4,8,14.0,57.14
4388,17559,13-Jun-22,RT4,8,14.0,57.14
4389,18558,13-Jun-22,RT4,11,20.0,55.0
4390,18562,13-Jun-22,RT4,13,20.0,65.0
4391,18563,13-Jun-22,RT4,9,18.0,50.0
4392,16563,13-Jun-22,RT4,12,18.0,66.67
4393,16559,13-Jun-22,RT4,12,18.0,66.67
4394,16562,13-Jun-22,RT4,3,6.0,50.0
4395,17558,13-Jun-22,RT4,3,6.0,50.0
4396,17562,13-Jun-22,RT4,3,6.0,50.0
4397,19563,13-Jun-22,RT4,3,6.0,50.0
4398,19558,13-Jun-22,RT4,3,7.0,42.86
4399,17561,13-Jun-22,RT4,3,4.0,75.0
4400,16559,14-Jun-22,RT1,18,30.0,60.0
4401,18560,14-Jun-22,RT1,21,30.0,70.0
4402,19562,14-Jun-22,RT1,20,30.0,66.67
4403,19563,14-Jun-22,RT1,16,30.0,53.33
4404,17558,14-Jun-22,RT1,9,19.0,47.37
4405,16558,14-Jun-22,RT1,12,19.0,63.16
4406,17560,14-Jun-22,RT1,18,40.0,45.0
4407,19558,14-Jun-22,RT1,18,40.0,45.0
4408,19560,14-Jun-22,RT1,16,26.0,61.54
4409,17561,14-Jun-22,RT1,18,26.0,69.23
4410,16560,14-Jun-22,RT1,18,34.0,52.94
4411,16561,14-Jun-22,RT1,11,18.0,61.11
4412,16562,14-Jun-22,RT1,17,31.0,54.84
4413,16563,14-Jun-22,RT1,28,41.0,68.29
4414,17559,14-Jun-22,RT1,19,32.0,59.38
4415,17562,14-Jun-22,RT1,9,20.0,45.0
4416,17563,14-Jun-22,RT1,15,25.0,60.0
4417,18558,14-Jun-22,RT1,6,15.0,40.0
4418,18559,14-Jun-22,RT1,19,42.0,45.24
4419,18561,14-Jun-22,RT1,24,33.0,72.73
4420,18562,14-Jun-22,RT1,25,38.0,65.79
4421,18563,14-Jun-22,RT1,12,27.0,44.44
4422,19559,14-Jun-22,RT1,13,24.0,54.17
4423,19561,14-Jun-22,RT1,19,36.0,52.78
4424,17564,14-Jun-22,RT1,7,16.0,43.75
4425,19562,14-Jun-22,RT2,13,23.0,56.52
4426,18563,14-Jun-22,RT2,15,29.0,51.72
4427,17561,14-Jun-22,RT2,21,36.0,58.33
4428,17558,14-Jun-22,RT2,26,50.0,52.0
4429,16562,14-Jun-22,RT2,21,43.0,48.84
4430,16561,14-Jun-22,RT2,16,24.0,66.67
4431,16558,14-Jun-22,RT2,13,22.0,59.09
4432,19560,14-Jun-22,RT2,23,38.0,60.53
4433,16563,14-Jun-22,RT2,23,38.0,60.53
4434,16559,14-Jun-22,RT2,26,41.0,63.41
4435,19559,14-Jun-22,RT2,19,41.0,46.34
4436,19558,14-Jun-22,RT2,15,39.0,38.46
4437,17559,14-Jun-22,RT2,23,39.0,58.97
4438,16560,14-Jun-22,RT2,15,34.0,44.12
4439,18562,14-Jun-22,RT2,21,34.0,61.76
4440,18559,14-Jun-22,RT2,19,44.0,43.18
4441,17563,14-Jun-22,RT2,25,44.0,56.82
4442,17562,14-Jun-22,RT2,14,30.0,46.67
4443,18558,14-Jun-22,RT2,15,30.0,50.0
4444,17564,14-Jun-22,RT2,18,40.0,45.0
4445,18561,14-Jun-22,RT2,22,40.0,55.0
4446,18560,14-Jun-22,RT2,24,40.0,60.0
4447,17560,14-Jun-22,RT2,24,45.0,53.33
4448,19561,14-Jun-22,RT2,24,45.0,53.33
4449,19563,14-Jun-22,RT2,24,45.0,53.33
4450,19563,14-Jun-22,RT3,14,29.0,48.28
4451,19562,14-Jun-22,RT3,16,29.0,55.17
4452,19561,14-Jun-22,RT3,15,29.0,51.72
4453,18562,14-Jun-22,RT3,17,29.0,58.62
4454,17558,14-Jun-22,RT3,14,27.0,51.85
4455,17562,14-Jun-22,RT3,13,27.0,48.15
4456,19559,14-Jun-22,RT3,15,27.0,55.56
4457,16559,14-Jun-22,RT3,17,32.0,53.12
4458,16558,14-Jun-22,RT3,5,8.0,62.5
4459,18561,14-Jun-22,RT3,16,25.0,64.0
4460,18560,14-Jun-22,RT3,15,24.0,62.5
4461,18558,14-Jun-22,RT3,13,26.0,50.0
4462,16561,14-Jun-22,RT3,14,21.0,66.67
4463,17560,14-Jun-22,RT3,14,25.0,56.0
4464,17561,14-Jun-22,RT3,14,19.0,73.68
4465,17563,14-Jun-22,RT3,9,16.0,56.25
4466,18559,14-Jun-22,RT3,9,23.0,39.13
4467,19558,14-Jun-22,RT3,9,21.0,42.86
4468,16560,14-Jun-22,RT3,10,20.0,50.0
4469,16562,14-Jun-22,RT3,10,18.0,55.56
4470,18563,14-Jun-22,RT3,12,23.0,52.17
4471,16563,14-Jun-22,RT3,11,20.0,55.0
4472,17559,14-Jun-22,RT3,11,16.0,68.75
4473,19560,14-Jun-22,RT3,11,19.0,57.89
4474,17564,14-Jun-22,RT3,11,24.0,45.83
4475,16558,14-Jun-22,RT4,2,3.0,66.67
4476,16562,14-Jun-22,RT4,4,6.0,66.67
4477,16561,14-Jun-22,RT4,6,10.0,60.0
4478,18561,14-Jun-22,RT4,6,9.0,66.67
4479,17560,14-Jun-22,RT4,7,13.0,53.85
4480,19559,14-Jun-22,RT4,1,3.0,33.33
4481,17564,14-Jun-22,RT4,7,17.0,41.18
4482,18560,14-Jun-22,RT4,10,15.0,66.67
4483,19560,14-Jun-22,RT4,9,16.0,56.25
4484,18559,14-Jun-22,RT4,8,19.0,42.11
4485,17563,14-Jun-22,RT4,12,19.0,63.16
4486,19562,14-Jun-22,RT4,8,14.0,57.14
4487,17559,14-Jun-22,RT4,9,14.0,64.29
4488,18558,14-Jun-22,RT4,10,20.0,50.0
4489,18562,14-Jun-22,RT4,13,20.0,65.0
4490,18563,14-Jun-22,RT4,10,18.0,55.56
4491,16563,14-Jun-22,RT4,12,18.0,66.67
4492,16559,14-Jun-22,RT4,10,18.0,55.56
4493,17558,14-Jun-22,RT4,3,6.0,50.0
4494,17562,14-Jun-22,RT4,3,6.0,50.0
4495,19563,14-Jun-22,RT4,3,6.0,50.0
4496,16560,14-Jun-22,RT4,3,7.0,42.86
4497,19558,14-Jun-22,RT4,3,7.0,42.86
4498,19561,14-Jun-22,RT4,3,7.0,42.86
4499,17561,14-Jun-22,RT4,3,4.0,75.0
4500,16559,15-Jun-22,RT1,18,30.0,60.0
4501,18560,15-Jun-22,RT1,18,30.0,60.0
4502,19562,15-Jun-22,RT1,19,30.0,63.33
4503,19563,15-Jun-22,RT1,14,30.0,46.67
4504,17558,15-Jun-22,RT1,10,19.0,52.63
4505,16558,15-Jun-22,RT1,11,19.0,57.89
4506,17560,15-Jun-22,RT1,20,40.0,50.0
4507,19558,15-Jun-22,RT1,18,40.0,45.0
4508,19560,15-Jun-22,RT1,15,26.0,57.69
4509,17561,15-Jun-22,RT1,15,26.0,57.69
4510,16560,15-Jun-22,RT1,20,34.0,58.82
4511,16561,15-Jun-22,RT1,11,18.0,61.11
4512,16562,15-Jun-22,RT1,14,31.0,45.16
4513,16563,15-Jun-22,RT1,26,41.0,63.41
4514,17559,15-Jun-22,RT1,20,32.0,62.5
4515,17562,15-Jun-22,RT1,8,20.0,40.0
4516,17563,15-Jun-22,RT1,17,25.0,68.0
4517,18558,15-Jun-22,RT1,8,15.0,53.33
4518,18559,15-Jun-22,RT1,19,42.0,45.24
4519,18561,15-Jun-22,RT1,21,33.0,63.64
4520,18562,15-Jun-22,RT1,21,38.0,55.26
4521,18563,15-Jun-22,RT1,14,27.0,51.85
4522,19559,15-Jun-22,RT1,12,24.0,50.0
4523,19561,15-Jun-22,RT1,18,36.0,50.0
4524,17564,15-Jun-22,RT1,7,16.0,43.75
4525,19562,15-Jun-22,RT2,14,23.0,60.87
4526,18563,15-Jun-22,RT2,14,29.0,48.28
4527,17561,15-Jun-22,RT2,22,36.0,61.11
4528,17558,15-Jun-22,RT2,27,50.0,54.0
4529,16562,15-Jun-22,RT2,23,43.0,53.49
4530,16561,15-Jun-22,RT2,14,24.0,58.33
4531,16558,15-Jun-22,RT2,15,22.0,68.18
4532,19560,15-Jun-22,RT2,22,38.0,57.89
4533,16563,15-Jun-22,RT2,24,38.0,63.16
4534,16559,15-Jun-22,RT2,26,41.0,63.41
4535,19559,15-Jun-22,RT2,19,41.0,46.34
4536,19558,15-Jun-22,RT2,17,39.0,43.59
4537,17559,15-Jun-22,RT2,26,39.0,66.67
4538,16560,15-Jun-22,RT2,19,34.0,55.88
4539,18562,15-Jun-22,RT2,19,34.0,55.88
4540,18559,15-Jun-22,RT2,17,44.0,38.64
4541,17563,15-Jun-22,RT2,30,44.0,68.18
4542,17562,15-Jun-22,RT2,13,30.0,43.33
4543,18558,15-Jun-22,RT2,14,30.0,46.67
4544,17564,15-Jun-22,RT2,19,40.0,47.5
4545,18561,15-Jun-22,RT2,26,40.0,65.0
4546,18560,15-Jun-22,RT2,28,40.0,70.0
4547,17560,15-Jun-22,RT2,21,45.0,46.67
4548,19561,15-Jun-22,RT2,22,45.0,48.89
4549,19563,15-Jun-22,RT2,22,45.0,48.89
4550,19563,15-Jun-22,RT3,14,29.0,48.28
4551,19562,15-Jun-22,RT3,19,29.0,65.52
4552,19561,15-Jun-22,RT3,15,29.0,51.72
4553,18562,15-Jun-22,RT3,17,29.0,58.62
4554,17558,15-Jun-22,RT3,13,27.0,48.15
4555,17562,15-Jun-22,RT3,11,27.0,40.74
4556,19559,15-Jun-22,RT3,13,27.0,48.15
4557,16559,15-Jun-22,RT3,23,32.0,71.88
4558,16558,15-Jun-22,RT3,5,8.0,62.5
4559,18561,15-Jun-22,RT3,17,25.0,68.0
4560,18560,15-Jun-22,RT3,13,24.0,54.17
4561,16561,15-Jun-22,RT3,14,21.0,66.67
4562,18558,15-Jun-22,RT3,14,26.0,53.85
4563,16562,15-Jun-22,RT3,9,18.0,50.0
4564,18559,15-Jun-22,RT3,9,23.0,39.13
4565,19558,15-Jun-22,RT3,9,21.0,42.86
4566,16560,15-Jun-22,RT3,10,20.0,50.0
4567,17559,15-Jun-22,RT3,10,16.0,62.5
4568,17564,15-Jun-22,RT3,10,24.0,41.67
4569,16563,15-Jun-22,RT3,12,20.0,60.0
4570,17560,15-Jun-22,RT3,12,25.0,48.0
4571,17561,15-Jun-22,RT3,11,19.0,57.89
4572,17563,15-Jun-22,RT3,11,16.0,68.75
4573,18563,15-Jun-22,RT3,11,23.0,47.83
4574,19560,15-Jun-22,RT3,11,19.0,57.89
4575,17562,15-Jun-22,RT4,2,6.0,33.33
4576,16558,15-Jun-22,RT4,2,3.0,66.67
4577,16562,15-Jun-22,RT4,4,6.0,66.67
4578,17558,15-Jun-22,RT4,4,6.0,66.67
4579,16560,15-Jun-22,RT4,4,7.0,57.14
4580,19561,15-Jun-22,RT4,4,7.0,57.14
4581,16561,15-Jun-22,RT4,6,10.0,60.0
4582,17560,15-Jun-22,RT4,6,13.0,46.15
4583,18561,15-Jun-22,RT4,6,9.0,66.67
4584,19559,15-Jun-22,RT4,1,3.0,33.33
4585,17564,15-Jun-22,RT4,9,17.0,52.94
4586,18560,15-Jun-22,RT4,11,15.0,73.33
4587,19560,15-Jun-22,RT4,10,16.0,62.5
4588,18559,15-Jun-22,RT4,9,19.0,47.37
4589,17563,15-Jun-22,RT4,11,19.0,57.89
4590,19562,15-Jun-22,RT4,8,14.0,57.14
4591,17559,15-Jun-22,RT4,9,14.0,64.29
4592,18558,15-Jun-22,RT4,9,20.0,45.0
4593,18562,15-Jun-22,RT4,13,20.0,65.0
4594,18563,15-Jun-22,RT4,10,18.0,55.56
4595,16563,15-Jun-22,RT4,12,18.0,66.67
4596,16559,15-Jun-22,RT4,11,18.0,61.11
4597,19563,15-Jun-22,RT4,3,6.0,50.0
4598,19558,15-Jun-22,RT4,3,7.0,42.86
4599,17561,15-Jun-22,RT4,3,4.0,75.0
4600,19563,16-Jun-22,RT3,15,29.0,51.72
4601,18560,16-Jun-22,RT1,16,30.0,53.33
4602,19562,16-Jun-22,RT1,20,30.0,66.67
4603,19563,16-Jun-22,RT1,16,30.0,53.33
4604,17558,16-Jun-22,RT1,9,19.0,47.37
4605,16558,16-Jun-22,RT1,10,19.0,52.63
4606,17560,16-Jun-22,RT1,23,40.0,57.5
4607,19558,16-Jun-22,RT1,14,40.0,35.0
4608,19560,16-Jun-22,RT1,15,26.0,57.69
4609,17561,16-Jun-22,RT1,15,26.0,57.69
4610,16560,16-Jun-22,RT1,19,34.0,55.88
4611,16561,16-Jun-22,RT1,10,18.0,55.56
4612,16562,16-Jun-22,RT1,14,31.0,45.16
4613,16563,16-Jun-22,RT1,29,41.0,70.73
4614,17559,16-Jun-22,RT1,18,32.0,56.25
4615,17562,16-Jun-22,RT1,7,20.0,35.0
4616,17563,16-Jun-22,RT1,16,25.0,64.0
4617,18558,16-Jun-22,RT1,8,15.0,53.33
4618,18559,16-Jun-22,RT1,17,42.0,40.48
4619,18561,16-Jun-22,RT1,22,33.0,66.67
4620,18562,16-Jun-22,RT1,20,38.0,52.63
4621,18563,16-Jun-22,RT1,13,27.0,48.15
4622,19559,16-Jun-22,RT1,12,24.0,50.0
4623,19561,16-Jun-22,RT1,18,36.0,50.0
4624,17564,16-Jun-22,RT1,7,16.0,43.75
4625,19562,16-Jun-22,RT2,14,23.0,60.87
4626,18563,16-Jun-22,RT2,13,29.0,44.83
4627,17561,16-Jun-22,RT2,23,36.0,63.89
4628,17558,16-Jun-22,RT2,23,50.0,46.0
4629,16562,16-Jun-22,RT2,22,43.0,51.16
4630,16561,16-Jun-22,RT2,13,24.0,54.17
4631,16558,16-Jun-22,RT2,14,22.0,63.64
4632,19560,16-Jun-22,RT2,23,38.0,60.53
4633,16563,16-Jun-22,RT2,22,38.0,57.89
4634,16559,16-Jun-22,RT2,25,41.0,60.98
4635,19559,16-Jun-22,RT2,21,41.0,51.22
4636,19558,16-Jun-22,RT2,16,39.0,41.03
4637,17559,16-Jun-22,RT2,25,39.0,64.1
4638,16560,16-Jun-22,RT2,18,34.0,52.94
4639,18562,16-Jun-22,RT2,19,34.0,55.88
4640,18559,16-Jun-22,RT2,17,44.0,38.64
4641,17563,16-Jun-22,RT2,29,44.0,65.91
4642,17562,16-Jun-22,RT2,11,30.0,36.67
4643,18558,16-Jun-22,RT2,15,30.0,50.0
4644,17564,16-Jun-22,RT2,16,40.0,40.0
4645,18561,16-Jun-22,RT2,25,40.0,62.5
4646,18560,16-Jun-22,RT2,29,40.0,72.5
4647,17560,16-Jun-22,RT2,22,45.0,48.89
4648,19561,16-Jun-22,RT2,21,45.0,46.67
4649,19563,16-Jun-22,RT2,26,45.0,57.78
4650,16559,16-Jun-22,RT1,20,30.0,66.67
4651,19562,16-Jun-22,RT3,17,29.0,58.62
4652,19561,16-Jun-22,RT3,13,29.0,44.83
4653,18562,16-Jun-22,RT3,17,29.0,58.62
4654,17558,16-Jun-22,RT3,13,27.0,48.15
4655,17562,16-Jun-22,RT3,12,27.0,44.44
4656,19559,16-Jun-22,RT3,12,27.0,44.44
4657,16559,16-Jun-22,RT3,20,32.0,62.5
4658,16558,16-Jun-22,RT3,5,8.0,62.5
4659,18561,16-Jun-22,RT3,16,25.0,64.0
4660,16561,16-Jun-22,RT3,13,21.0,61.9
4661,17560,16-Jun-22,RT3,13,25.0,52.0
4662,18558,16-Jun-22,RT3,13,26.0,50.0
4663,16563,16-Jun-22,RT3,14,20.0,70.0
4664,18560,16-Jun-22,RT3,14,24.0,58.33
4665,19558,16-Jun-22,RT3,9,21.0,42.86
4666,16562,16-Jun-22,RT3,10,18.0,55.56
4667,17559,16-Jun-22,RT3,10,16.0,62.5
4668,17563,16-Jun-22,RT3,10,16.0,62.5
4669,18559,16-Jun-22,RT3,10,23.0,43.48
4670,18563,16-Jun-22,RT3,10,23.0,43.48
4671,17564,16-Jun-22,RT3,10,24.0,41.67
4672,16560,16-Jun-22,RT3,12,20.0,60.0
4673,17561,16-Jun-22,RT3,12,19.0,63.16
4674,19560,16-Jun-22,RT3,11,19.0,57.89
4675,16558,16-Jun-22,RT4,2,3.0,66.67
4676,16562,16-Jun-22,RT4,4,6.0,66.67
4677,16560,16-Jun-22,RT4,4,7.0,57.14
4678,19561,16-Jun-22,RT4,4,7.0,57.14
4679,16561,16-Jun-22,RT4,6,10.0,60.0
4680,17560,16-Jun-22,RT4,6,13.0,46.15
4681,18561,16-Jun-22,RT4,6,9.0,66.67
4682,19559,16-Jun-22,RT4,1,3.0,33.33
4683,17564,16-Jun-22,RT4,8,17.0,47.06
4684,18560,16-Jun-22,RT4,9,15.0,60.0
4685,19560,16-Jun-22,RT4,11,16.0,68.75
4686,18559,16-Jun-22,RT4,10,19.0,52.63
4687,17563,16-Jun-22,RT4,12,19.0,63.16
4688,19562,16-Jun-22,RT4,10,14.0,71.43
4689,17559,16-Jun-22,RT4,9,14.0,64.29
4690,18558,16-Jun-22,RT4,11,20.0,55.0
4691,18562,16-Jun-22,RT4,11,20.0,55.0
4692,18563,16-Jun-22,RT4,9,18.0,50.0
4693,16563,16-Jun-22,RT4,11,18.0,61.11
4694,16559,16-Jun-22,RT4,13,18.0,72.22
4695,17558,16-Jun-22,RT4,3,6.0,50.0
4696,17562,16-Jun-22,RT4,3,6.0,50.0
4697,19563,16-Jun-22,RT4,3,6.0,50.0
4698,19558,16-Jun-22,RT4,3,7.0,42.86
4699,17561,16-Jun-22,RT4,3,4.0,75.0
4700,16559,17-Jun-22,RT1,21,30.0,70.0
4701,18560,17-Jun-22,RT1,17,30.0,56.67
4702,19562,17-Jun-22,RT1,18,30.0,60.0
4703,19563,17-Jun-22,RT1,13,30.0,43.33
4704,17558,17-Jun-22,RT1,9,19.0,47.37
4705,16558,17-Jun-22,RT1,10,19.0,52.63
4706,17560,17-Jun-22,RT1,22,40.0,55.0
4707,19558,17-Jun-22,RT1,18,40.0,45.0
4708,19560,17-Jun-22,RT1,15,26.0,57.69
4709,17561,17-Jun-22,RT1,16,26.0,61.54
4710,16560,17-Jun-22,RT1,17,34.0,50.0
4711,16561,17-Jun-22,RT1,10,18.0,55.56
4712,16562,17-Jun-22,RT1,14,31.0,45.16
4713,16563,17-Jun-22,RT1,24,41.0,58.54
4714,17559,17-Jun-22,RT1,20,32.0,62.5
4715,17562,17-Jun-22,RT1,8,20.0,40.0
4716,17563,17-Jun-22,RT1,14,25.0,56.0
4717,18558,17-Jun-22,RT1,8,15.0,53.33
4718,18559,17-Jun-22,RT1,17,42.0,40.48
4719,18561,17-Jun-22,RT1,23,33.0,69.7
4720,18562,17-Jun-22,RT1,21,38.0,55.26
4721,18563,17-Jun-22,RT1,13,27.0,48.15
4722,19559,17-Jun-22,RT1,13,24.0,54.17
4723,19561,17-Jun-22,RT1,18,36.0,50.0
4724,17564,17-Jun-22,RT1,7,16.0,43.75
4725,19562,17-Jun-22,RT2,15,23.0,65.22
4726,18563,17-Jun-22,RT2,13,29.0,44.83
4727,17561,17-Jun-22,RT2,21,36.0,58.33
4728,17558,17-Jun-22,RT2,24,50.0,48.0
4729,16562,17-Jun-22,RT2,22,43.0,51.16
4730,16561,17-Jun-22,RT2,17,24.0,70.83
4731,16558,17-Jun-22,RT2,14,22.0,63.64
4732,19560,17-Jun-22,RT2,24,38.0,63.16
4733,16563,17-Jun-22,RT2,26,38.0,68.42
4734,16559,17-Jun-22,RT2,24,41.0,58.54
4735,19559,17-Jun-22,RT2,20,41.0,48.78
4736,19558,17-Jun-22,RT2,16,39.0,41.03
4737,17559,17-Jun-22,RT2,26,39.0,66.67
4738,16560,17-Jun-22,RT2,17,34.0,50.0
4739,18562,17-Jun-22,RT2,20,34.0,58.82
4740,18559,17-Jun-22,RT2,18,44.0,40.91
4741,17563,17-Jun-22,RT2,29,44.0,65.91
4742,17562,17-Jun-22,RT2,14,30.0,46.67
4743,18558,17-Jun-22,RT2,17,30.0,56.67
4744,17564,17-Jun-22,RT2,19,40.0,47.5
4745,18561,17-Jun-22,RT2,26,40.0,65.0
4746,18560,17-Jun-22,RT2,25,40.0,62.5
4747,17560,17-Jun-22,RT2,25,45.0,55.56
4748,19561,17-Jun-22,RT2,24,45.0,53.33
4749,19563,17-Jun-22,RT2,23,45.0,51.11
4750,19563,17-Jun-22,RT3,14,29.0,48.28
4751,19562,17-Jun-22,RT3,16,29.0,55.17
4752,19561,17-Jun-22,RT3,14,29.0,48.28
4753,18562,17-Jun-22,RT3,20,29.0,68.97
4754,17558,17-Jun-22,RT3,16,27.0,59.26
4755,17562,17-Jun-22,RT3,11,27.0,40.74
4756,19559,17-Jun-22,RT3,15,27.0,55.56
4757,16559,17-Jun-22,RT3,20,32.0,62.5
4758,16558,17-Jun-22,RT3,5,8.0,62.5
4759,18561,17-Jun-22,RT3,17,25.0,68.0
4760,16563,17-Jun-22,RT3,15,20.0,75.0
4761,18558,17-Jun-22,RT3,15,26.0,57.69
4762,18560,17-Jun-22,RT3,13,24.0,54.17
4763,18559,17-Jun-22,RT3,9,23.0,39.13
4764,19558,17-Jun-22,RT3,9,21.0,42.86
4765,17564,17-Jun-22,RT3,9,24.0,37.5
4766,16560,17-Jun-22,RT3,10,20.0,50.0
4767,16562,17-Jun-22,RT3,10,18.0,55.56
4768,17559,17-Jun-22,RT3,10,16.0,62.5
4769,17563,17-Jun-22,RT3,10,16.0,62.5
4770,18563,17-Jun-22,RT3,10,23.0,43.48
4771,17560,17-Jun-22,RT3,12,25.0,48.0
4772,17561,17-Jun-22,RT3,12,19.0,63.16
4773,19560,17-Jun-22,RT3,12,19.0,63.16
4774,16561,17-Jun-22,RT3,11,21.0,52.38
4775,16558,17-Jun-22,RT4,2,3.0,66.67
4776,19558,17-Jun-22,RT4,4,7.0,57.14
4777,18561,17-Jun-22,RT4,5,9.0,55.56
4778,17560,17-Jun-22,RT4,6,13.0,46.15
4779,16561,17-Jun-22,RT4,7,10.0,70.0
4780,19559,17-Jun-22,RT4,1,3.0,33.33
4781,17564,17-Jun-22,RT4,7,17.0,41.18
4782,18560,17-Jun-22,RT4,10,15.0,66.67
4783,19560,17-Jun-22,RT4,10,16.0,62.5
4784,18559,17-Jun-22,RT4,9,19.0,47.37
4785,17563,17-Jun-22,RT4,13,19.0,68.42
4786,19562,17-Jun-22,RT4,10,14.0,71.43
4787,17559,17-Jun-22,RT4,8,14.0,57.14
4788,18558,17-Jun-22,RT4,10,20.0,50.0
4789,18562,17-Jun-22,RT4,12,20.0,60.0
4790,18563,17-Jun-22,RT4,9,18.0,50.0
4791,16563,17-Jun-22,RT4,13,18.0,72.22
4792,16559,17-Jun-22,RT4,10,18.0,55.56
4793,16562,17-Jun-22,RT4,3,6.0,50.0
4794,17558,17-Jun-22,RT4,3,6.0,50.0
4795,17562,17-Jun-22,RT4,3,6.0,50.0
4796,19563,17-Jun-22,RT4,3,6.0,50.0
4797,16560,17-Jun-22,RT4,3,7.0,42.86
4798,19561,17-Jun-22,RT4,3,7.0,42.86
4799,17561,17-Jun-22,RT4,3,4.0,75.0
4800,16559,18-Jun-22,RT1,29,30.0,96.67
4801,18560,18-Jun-22,RT1,26,30.0,86.67
4802,19562,18-Jun-22,RT1,27,30.0,90.0
4803,19563,18-Jun-22,RT1,22,30.0,73.33
4804,17558,18-Jun-22,RT1,14,19.0,73.68
4805,16558,18-Jun-22,RT1,17,19.0,89.47
4806,17560,18-Jun-22,RT1,29,40.0,72.5
4807,19558,18-Jun-22,RT1,23,40.0,57.5
4808,19560,18-Jun-22,RT1,24,26.0,92.31
4809,17561,18-Jun-22,RT1,22,26.0,84.62
4810,16560,18-Jun-22,RT1,25,34.0,73.53
4811,16561,18-Jun-22,RT1,17,18.0,94.44
4812,16562,18-Jun-22,RT1,22,31.0,70.97
4813,16563,18-Jun-22,RT1,37,41.0,90.24
4814,17559,18-Jun-22,RT1,32,32.0,100.0
4815,17562,18-Jun-22,RT1,12,20.0,60.0
4816,17563,18-Jun-22,RT1,22,25.0,88.0
4817,18558,18-Jun-22,RT1,12,15.0,80.0
4818,18559,18-Jun-22,RT1,26,42.0,61.9
4819,18561,18-Jun-22,RT1,28,33.0,84.85
4820,18562,18-Jun-22,RT1,38,38.0,100.0
4821,18563,18-Jun-22,RT1,18,27.0,66.67
4822,19559,18-Jun-22,RT1,17,24.0,70.83
4823,19561,18-Jun-22,RT1,25,36.0,69.44
4824,17564,18-Jun-22,RT1,10,16.0,62.5
4825,19562,18-Jun-22,RT2,20,23.0,86.96
4826,18563,18-Jun-22,RT2,21,29.0,72.41
